584,348,655,349,640,520,512,514
583,348,655,349,639,519,511,514
583,348,655,349,640,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,519,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
583,348,655,349,639,520,511,514
584,348,655,349,641,519,513,514
585,347,656,349,642,519,514,514
585,347,657,349,643,520,515,514
586,347,657,349,645,520,516,514
587,347,658,349,646,520,518,514
588,347,659,349,647,520,519,514
589,347,659,348,649,520,520,514
589,347,661,349,650,520,522,514
590,347,661,349,652,520,524,514
590,347,662,349,652,520,524,514
591,347,662,348,653,519,525,514
591,347,662,348,654,519,526,514
592,347,664,348,656,519,528,514
593,347,664,348,657,519,529,514
594,347,665,349,658,519,530,514
594,347,665,348,659,519,531,513
595,347,666,348,660,519,532,513
596,347,667,348,663,519,535,513
597,347,668,349,664,519,536,513
598,347,669,349,665,519,537,513
598,347,669,348,667,519,539,513
598,347,670,348,667,519,539,513
599,347,670,349,668,519,540,513
599,347,670,349,668,519,540,513
600,347,671,349,669,519,541,513
600,348,671,349,670,519,542,513
601,347,672,349,671,519,543,513
602,347,673,348,673,519,545,513
602,347,673,349,674,519,546,513
603,347,674,349,675,519,547,513
604,347,675,349,676,519,548,513
605,347,676,349,679,519,551,513
607,347,678,349,682,519,554,513
607,347,679,349,684,519,555,513
609,347,680,349,686,519,558,513
609,347,680,349,687,519,558,513
610,347,681,349,688,519,560,513
611,347,682,349,689,519,561,513
612,347,683,349,692,519,564,513
613,347,684,349,693,519,565,513
613,347,684,349,694,519,566,513
614,347,685,349,695,519,567,513
614,347,685,349,696,519,567,513
614,347,685,349,696,519,568,513
615,347,686,349,697,519,568,513
616,347,687,349,698,520,570,514
617,348,688,349,701,520,573,514
618,348,689,349,703,520,575,514
619,348,690,349,705,520,576,514
621,348,692,349,708,520,580,514
622,348,694,349,711,520,582,514
624,348,695,349,714,520,586,514
625,348,696,349,716,520,587,514
627,348,698,349,719,520,590,514
628,348,699,349,721,520,592,514
630,348,702,349,726,520,597,514
632,348,703,349,728,520,599,514
634,348,705,349,731,520,603,514
635,348,706,349,734,520,606,514
636,348,707,349,736,519,607,513
638,348,709,349,739,519,611,513
639,348,710,349,741,519,613,513
641,348,712,349,745,519,616,513
642,348,713,349,746,519,618,513
644,348,715,349,750,519,621,513
645,348,716,349,751,519,623,513
646,348,718,349,755,519,626,513
648,348,720,349,758,519,630,513
649,348,721,349,760,519,631,513
651,348,722,349,763,519,635,514
652,348,723,349,765,520,636,514
654,348,725,349,768,520,640,514
655,348,726,349,771,520,642,514
656,348,727,349,773,520,644,514
657,348,728,349,774,520,646,514
659,348,731,349,778,520,650,514
661,348,732,349,781,520,653,514
662,348,733,349,783,520,654,514
664,348,735,349,787,520,658,514
665,348,736,349,789,520,660,514
667,348,738,349,792,520,663,514
668,348,739,349,794,520,665,514
669,348,741,349,797,520,668,514
670,348,741,349,798,520,669,514
673,348,744,349,803,520,674,514
674,348,746,349,806,520,677,514
676,348,747,349,808,520,679,514
678,348,749,349,812,520,683,514
681,348,752,349,818,520,689,514
682,348,754,349,820,520,691,514
685,348,756,349,825,520,695,514
686,348,757,349,827,520,698,514
689,348,760,349,832,520,703,514
690,348,761,349,835,520,705,514
691,348,763,349,837,520,708,514
694,348,765,349,842,520,713,514
696,348,767,349,845,520,716,514
699,348,770,349,851,520,721,514
702,348,773,349,855,520,726,514
703,348,774,349,857,519,728,514
704,347,775,349,860,519,731,513
705,347,776,349,862,519,733,513
708,347,779,349,867,519,738,513
709,347,781,349,869,519,740,513
711,347,783,349,873,519,744,513
712,347,784,349,875,519,746,513
714,347,785,349,878,519,749,513
715,347,786,349,880,518,751,513
718,347,789,348,884,518,755,512
720,347,791,348,888,518,759,512
721,347,792,348,890,518,761,512
723,347,794,348,893,518,764,512
723,347,794,348,894,518,765,512
725,347,796,348,896,517,768,511
726,347,797,348,898,517,769,511
728,347,799,348,902,517,774,511
729,347,800,348,904,517,776,511
731,347,802,348,908,517,779,511
733,347,804,348,911,517,783,511
734,347,805,348,913,517,785,511
735,347,806,348,915,517,787,511
738,347,809,348,920,517,792,511
741,347,812,348,925,517,797,511
742,347,813,348,927,517,799,511
743,347,814,348,929,517,801,511
744,347,815,348,932,517,803,511
746,347,817,348,935,516,807,511
748,347,819,348,938,516,810,511
752,347,823,348,945,516,817,511
755,347,826,348,951,516,822,510
756,347,827,348,953,516,825,510
758,347,829,348,957,516,829,510
760,347,830,348,959,516,830,510
761,347,832,348,962,516,833,510
762,347,833,348,963,516,835,510
764,347,835,348,967,516,839,511
765,347,836,348,969,516,841,511
767,347,838,348,973,516,845,511
769,347,840,348,977,516,848,511
770,347,841,348,979,516,850,511
772,347,843,348,982,516,854,511
776,347,847,348,989,516,860,511
779,347,849,348,993,516,865,510
780,347,851,348,995,516,867,510
783,347,854,348,1001,516,873,510
784,346,855,348,1003,516,875,510
787,346,858,348,1008,515,880,510
788,346,859,348,1010,515,882,510
790,346,861,348,1013,515,885,510
792,346,863,348,1017,515,888,509
794,346,864,348,1020,515,892,509
796,346,867,348,1025,515,896,509
797,346,868,348,1027,515,899,509
800,346,871,348,1031,515,903,509
801,346,872,348,1034,515,906,509
804,346,875,348,1040,515,911,509
806,346,877,348,1042,515,914,509
808,346,879,348,1047,515,918,509
810,346,881,348,1049,515,921,509
811,346,882,348,1052,515,924,509
815,346,886,348,1059,515,931,509
818,346,889,348,1065,515,936,509
820,346,891,348,1067,514,939,509
825,346,896,348,1076,514,947,508
827,346,898,348,1080,514,951,508
831,346,902,348,1087,514,958,508
833,346,904,348,1090,514,962,508
835,346,906,348,1093,513,965,508
838,346,909,348,1099,513,971,508
840,346,910,348,1102,513,974,507
842,346,913,348,1106,513,978,507
843,346,914,348,1108,513,979,507
845,345,916,348,1112,513,984,507
847,345,917,348,1114,512,986,507
848,345,919,347,1117,512,989,506
850,345,921,347,1121,512,993,506
851,345,922,347,1122,512,994,506
853,345,923,347,1124,511,997,506
853,345,924,347,1125,511,997,505
854,345,925,347,1126,511,998,505
856,345,927,347,1129,510,1002,504
858,344,928,346,1131,509,1004,503
860,344,930,346,1134,507,1007,502
861,344,931,346,1135,507,1009,501
862,343,932,346,1137,505,1010,500
863,343,933,345,1137,505,1011,499
864,343,933,345,1138,503,1012,498
865,342,934,344,1138,501,1013,496
865,342,935,344,1139,500,1014,495
866,342,935,344,1139,500,1015,494
867,341,936,343,1139,498,1015,492
867,341,936,343,1139,497,1016,491
868,340,937,342,1139,495,1016,490
868,340,937,342,1139,495,1017,489
869,340,938,342,1139,493,1017,488
869,339,938,342,1139,492,1017,487
870,339,938,341,1139,491,1017,486
870,339,938,341,1138,490,1017,485
870,338,938,341,1138,489,1017,484
870,338,938,340,1138,488,1017,483
871,338,939,340,1138,488,1017,482
871,338,939,340,1137,487,1017,481
871,337,939,339,1136,485,1017,480
871,337,939,339,1136,484,1017,479
871,336,939,339,1135,482,1016,477
871,336,939,338,1134,481,1016,476
871,335,939,338,1133,480,1015,475
871,335,939,338,1132,479,1015,474
871,335,938,337,1131,477,1014,472
872,334,938,336,1130,476,1014,471
872,334,938,336,1130,475,1013,470
872,334,938,336,1129,474,1013,469
872,333,938,336,1128,473,1012,468
872,333,938,335,1127,472,1012,467
872,332,938,335,1127,471,1012,466
872,332,938,334,1125,469,1011,464
872,331,938,334,1124,467,1011,462
873,331,938,333,1124,466,1011,461
873,330,938,333,1123,464,1010,459
873,330,938,332,1122,463,1010,458
873,329,939,332,1121,461,1010,457
874,328,939,331,1121,460,1010,455
874,328,939,331,1120,458,1009,454
875,327,939,330,1119,455,1009,451
875,326,939,329,1118,454,1009,449
876,325,939,328,1117,451,1009,446
876,325,940,328,1116,449,1009,445
877,324,940,327,1115,447,1008,443
877,323,940,326,1115,446,1008,441
877,323,940,326,1114,444,1008,439
878,322,941,325,1113,442,1007,438
878,322,941,325,1112,441,1007,437
878,322,941,325,1112,441,1007,437
878,321,940,324,1111,438,1007,434
878,320,940,323,1109,436,1006,432
878,320,940,323,1108,435,1005,431
878,319,940,322,1106,434,1004,430
876,318,937,322,1101,432,1000,428
875,318,936,321,1098,431,997,427
872,318,933,321,1093,429,992,425
871,317,931,320,1090,428,990,425
869,317,929,320,1087,428,986,424
866,317,927,320,1081,427,981,423
864,317,925,320,1078,426,979,423
862,316,923,319,1075,426,976,422
859,316,920,319,1069,425,969,422
859,316,919,319,1069,425,969,422
856,316,917,319,1064,425,965,421
852,315,912,318,1055,423,957,420
848,315,908,318,1049,422,951,419
846,315,907,318,1046,422,949,419
845,315,905,318,1044,422,946,418
842,315,903,317,1039,421,941,417
841,314,901,317,1036,420,939,417
838,314,898,317,1030,418,934,415
837,313,896,316,1027,417,931,414
833,313,893,316,1021,416,925,412
832,312,891,315,1018,415,923,412
828,312,887,315,1011,414,916,411
825,312,885,315,1007,414,912,411
823,312,882,315,1003,414,908,410
817,312,876,314,993,413,899,410
814,312,874,314,989,413,895,410
812,312,871,314,985,413,890,410
